time,open,high,low,close
,AAPL,AAPL,AAPL,AAPL
2024-06-26,211.0233076661301,214.37573529051122,210.16524538059215,212.7693634033203
2024-06-27,214.2061287476001,215.25376527623442,211.8714063519454,213.61746215820312
2024-06-28,215.28368048569334,215.58300736088682,209.8260080950157,210.14527893066406
2024-07-01,211.61197396968475,217.01975619065925,211.4423589537816,216.261474609375
2024-07-02,215.66281990345283,219.88329699479613,214.61519864650157,219.77354431152344
2024-07-03,219.50414962607874,221.0506591796875,218.53633465750286,221.0506591796875
2024-07-05,221.15041758535088,225.93960192344272,221.15041758535088,225.82984924316406
2024-07-08,226.57816816685514,227.33646497984205,222.74682662809306,227.30653381347656
2024-07-09,227.41627168952732,228.8829597417087,225.85979013808537,228.16458129882812
2024-07-10,228.78318145764177,232.55466045949046,228.73329110826765,232.4548797607422
2024-07-11,230.86848076037649,231.86622690917008,225.26115227596378,227.05709838867188
2024-07-12,228.40404188598967,232.11565870158282,228.1645773343909,230.0203857421875
2024-07-15,235.94700263838575,236.69531224247876,232.5646438368613,233.87168884277344
2024-07-16,234.4703432233226,235.73748508570134,231.80636285277686,234.29075622558594
2024-07-17,228.9328431112231,230.93832254659503,226.12917896312734,228.3641357421875
2024-07-18,229.76097042757166,229.92061345724463,221.7690296564846,223.67471313476562
2024-07-19,224.31328836166992,226.28882140195597,222.77675082247163,223.80442810058594
2024-07-22,226.4983442399413,227.26661302541467,222.58718122432802,223.45523071289062
2024-07-23,223.86429647317826,226.42851135969482,222.1781030613285,224.5028533935547
2024-07-24,223.4951246791964,224.29332459793014,216.64061389677994,218.04742431640625
2024-07-25,218.4365585703147,220.35224458682225,214.13627507494223,216.99981689453125
2024-07-26,218.20707238174316,218.99530033853074,215.52313289555326,217.46875
2024-07-29,216.47100932714253,218.80573164190093,215.26372979848315,217.7481231689453
2024-07-30,218.6959746261333,219.8334045947242,215.63288672795753,218.30685424804688
2024-07-31,220.94091084366266,223.3155515626994,220.13273889458495,221.5794677734375
