time,open,high,low,close
,PLTR,PLTR,PLTR,PLTR
2024-06-26,24.469999313354492,24.65999984741211,24.024999618530273,24.100000381469727
2024-06-27,24.100000381469727,25.399999618530273,24.049999237060547,25.219999313354492
2024-06-28,25.280000686645508,25.56999969482422,25.030000686645508,25.329999923706055
2024-07-01,25.479999542236328,26.020000457763672,25.142000198364258,25.8799991607666
2024-07-02,25.84000015258789,26.43000030517578,25.75,25.829999923706055
2024-07-03,25.959999084472656,26.270000457763672,25.760000228881836,25.850000381469727
2024-07-05,26.0,27.25,25.975000381469727,27.229999542236328
2024-07-08,27.93000030517578,27.986000061035156,26.84000015258789,27.700000762939453
2024-07-09,27.93000030517578,28.3799991607666,27.229999542236328,27.389999389648438
2024-07-10,27.5,28.469999313354492,27.3700008392334,28.420000076293945
2024-07-11,28.489999771118164,28.59000015258789,26.899999618530273,27.639999389648438
2024-07-12,27.31999969482422,28.1299991607666,27.280000686645508,28.06999969482422
2024-07-15,28.420000076293945,29.299999237060547,27.899999618530273,28.670000076293945
2024-07-16,28.18000030517578,28.84000015258789,27.469999313354492,28.670000076293945
2024-07-17,28.0,28.8700008392334,27.600000381469727,28.219999313354492
2024-07-18,28.420000076293945,29.829999923706055,28.149999618530273,28.639999389648438
2024-07-19,28.309999465942383,29.600000381469727,28.270000457763672,28.579999923706055
2024-07-22,28.93000030517578,28.969999313354492,27.690000534057617,28.459999084472656
2024-07-23,28.34000015258789,29.190000534057617,28.309999465942383,28.809999465942383
2024-07-24,28.440000534057617,28.684999465942383,26.579999923706055,26.600000381469727
2024-07-25,26.040000915527344,27.288000106811523,25.420000076293945,26.6299991607666
2024-07-26,27.0,27.34000015258789,26.770000457763672,27.18000030517578
2024-07-29,27.559999465942383,27.799999237060547,26.729999542236328,27.079999923706055
2024-07-30,27.25,27.440000534057617,25.889999389648438,26.3700008392334
2024-07-31,27.020000457763672,27.389999389648438,26.8799991607666,26.889999389648438
2024-08-01,27.020000457763672,27.53499984741211,25.829999923706055,26.079999923706055
2024-08-02,24.75,24.8700008392334,23.75,24.739999771118164
2024-08-05,21.739999771118164,24.420000076293945,21.229999542236328,24.09000015258789
2024-08-06,27.049999237060547,27.420000076293945,25.56999969482422,26.59000015258789
2024-08-07,27.06999969482422,28.360000610351562,26.239999771118164,26.31999969482422
2024-08-08,27.040000915527344,29.375,26.690000534057617,29.280000686645508
2024-08-09,29.280000686645508,30.360000610351562,29.100000381469727,30.010000228881836
2024-08-12,30.219999313354492,31.200000762939453,29.270000457763672,29.3799991607666
2024-08-13,29.788999557495117,30.850000381469727,29.559999465942383,30.389999389648438
2024-08-14,30.6200008392334,31.3700008392334,30.329999923706055,31.0
2024-08-15,31.309999465942383,31.4950008392334,30.829999923706055,31.219999313354492
