time,open,high,low,close
,TSLA,TSLA,TSLA,TSLA
2024-06-26,186.5399932861328,197.75999450683594,186.36000061035156,196.3699951171875
2024-06-27,195.1699981689453,198.72000122070312,194.0500030517578,197.4199981689453
2024-06-28,199.5500030517578,203.1999969482422,195.25999450683594,197.8800048828125
2024-07-01,201.02000427246094,213.22999572753906,200.85000610351562,209.86000061035156
2024-07-02,218.88999938964844,231.3000030517578,218.05999755859375,231.25999450683594
2024-07-03,234.55999755859375,248.35000610351562,234.25,246.38999938964844
2024-07-05,249.80999755859375,252.3699951171875,242.4600067138672,251.52000427246094
2024-07-08,247.7100067138672,259.44000244140625,244.57000732421875,252.94000244140625
2024-07-09,251.0,265.6099853515625,250.3000030517578,262.3299865722656
2024-07-10,262.79998779296875,267.5899963378906,257.8599853515625,263.260009765625
2024-07-11,263.29998779296875,271.0,239.64999389648438,241.02999877929688
2024-07-12,235.8000030517578,251.83999633789062,233.08999633789062,248.22999572753906
2024-07-15,255.97000122070312,265.6000061035156,251.72999572753906,252.63999938964844
2024-07-16,255.30999755859375,258.6199951171875,245.8000030517578,256.55999755859375
2024-07-17,252.72999572753906,258.4700012207031,246.17999267578125,248.5
2024-07-18,251.08999633789062,257.1400146484375,247.1999969482422,249.22999572753906
2024-07-19,247.7899932861328,249.44000244140625,236.8300018310547,239.1999969482422
2024-07-22,244.2100067138672,253.2100067138672,243.75,251.50999450683594
2024-07-23,253.60000610351562,255.75999450683594,245.6300048828125,246.3800048828125
2024-07-24,225.4199981689453,225.99000549316406,214.7100067138672,215.99000549316406
2024-07-25,216.8000030517578,226.0,216.22999572753906,220.25
2024-07-26,221.19000244140625,222.27999877929688,215.3300018310547,219.8000030517578
2024-07-29,224.89999389648438,234.27000427246094,224.6999969482422,232.10000610351562
2024-07-30,232.25,232.41000366210938,220.0,222.6199951171875
2024-07-31,227.89999389648438,234.67999267578125,226.7899932861328,232.07000732421875
2024-08-01,227.69000244140625,231.8699951171875,214.3300018310547,216.86000061035156
2024-08-02,214.8800048828125,216.1300048828125,205.77999877929688,207.6699981689453
2024-08-05,185.22000122070312,203.8800048828125,182.0,198.8800048828125
2024-08-06,200.75,202.89999389648438,192.6699981689453,200.63999938964844
2024-08-07,200.77000427246094,203.49000549316406,191.47999572753906,191.75999450683594
2024-08-08,195.6999969482422,200.6999969482422,192.0399932861328,198.83999633789062
2024-08-09,197.0500030517578,200.8800048828125,195.11000061035156,200.0
2024-08-12,199.02000427246094,199.25999450683594,194.6699981689453,197.49000549316406
2024-08-13,198.47000122070312,208.49000549316406,197.05999755859375,207.8300018310547
2024-08-14,207.38999938964844,208.44000244140625,198.75,201.3800048828125
2024-08-15,205.02000427246094,215.8800048828125,204.82000732421875,214.13999938964844
2024-08-16,211.14999389648438,219.8000030517578,210.8000030517578,216.1199951171875
2024-08-19,217.07000732421875,222.97999572753906,214.08999633789062,222.72000122070312
2024-08-20,224.8800048828125,228.22000122070312,219.55999755859375,221.10000610351562
2024-08-21,222.6699981689453,224.66000366210938,218.86000061035156,223.27000427246094
2024-08-22,223.82000732421875,224.8000030517578,210.32000732421875,210.66000366210938
2024-08-23,214.4600067138672,221.47999572753906,214.2100067138672,220.32000732421875
2024-08-26,218.75,219.08999633789062,211.00999450683594,213.2100067138672
2024-08-27,213.25,215.66000366210938,206.94000244140625,209.2100067138672
2024-08-28,209.72000122070312,211.83999633789062,202.58999633789062,205.75
2024-08-29,209.8000030517578,214.88999938964844,205.97000122070312,206.27999877929688
2024-08-30,208.6300048828125,214.57000732421875,207.02999877929688,214.11000061035156
2024-09-03,215.25999450683594,219.89999389648438,209.63999938964844,210.60000610351562
2024-09-04,210.58999633789062,222.22000122070312,210.57000732421875,219.41000366210938
2024-09-05,223.49000549316406,235.0,222.25,230.1699981689453
