time,open,high,low,close
,META,META,META,META
2024-06-26,505.75920872070685,512.9066237610901,503.7926711295405,512.2178344726562
2024-06-27,513.3458230870918,521.9606543166748,512.9964628435848,518.646484375
2024-06-28,516.2407234913114,520.9623872716696,502.95409833545307,503.33343505859375
2024-07-01,504.06217782282783,505.6892862661851,492.30289136694773,503.7926330566406
2024-07-02,499.8795336071508,509.60239821444316,498.57183939066806,508.6041564941406
2024-07-03,505.47967026400573,510.3810409140256,505.1302795585898,509.0633544921875
2024-07-05,510.7004435956451,539.9189662598088,510.7004435956451,538.9606323242188
2024-07-08,541.3964018978256,541.8556150480077,525.7240547842451,528.3893432617188
2024-07-09,532.8115217100899,536.534943854359,527.2613001458768,529.068115234375
2024-07-10,529.8567107759651,537.9325132537335,527.430990661233,533.7498779296875
2024-07-11,529.9565415961837,534.5185133978496,507.4761194029672,511.79852294921875
2024-07-12,496.88479471291106,507.1966179945045,493.36100275619356,497.9928283691406
2024-07-15,497.75328650412274,505.78912037097956,492.50252517358683,495.2876281738281
2024-07-16,500.6182353165117,503.0639397783021,484.93586602622514,488.9288330078125
2024-07-17,478.32748890233796,478.32748890233796,458.31272453441665,461.17767333984375
2024-07-18,474.1648246132329,478.39735982553657,463.72322458427914,475.0133361816406
2024-07-19,475.22296323213175,485.85423173577976,474.8735725281973,475.9516906738281
2024-07-22,485.7244337609246,491.1948092527094,483.04915331197435,486.5429992675781
2024-07-23,488.9787213991181,494.3492667371595,486.8624538229204,487.83074951171875
2024-07-24,471.4795198870575,475.46249439486223,459.77013415164805,460.45892333984375
2024-07-25,462.44548024354117,462.7349484153847,441.87170205091513,452.61279296875
2024-07-26,463.3838324436564,468.94401583747384,458.61223809815965,464.8811950683594
2024-07-29,469.05382518347886,473.12663800490486,464.20235457356995,464.8911437988281
2024-07-30,466.1788783098484,471.89881427196735,455.89700088815397,462.3755798339844
2024-07-31,470.19181855359017,475.6621943156695,465.92933724415263,473.9951171875
2024-08-01,520.0839184978195,526.2430526417324,491.2347398601099,496.86480712890625
2024-08-02,488.14018098484985,500.2688112907695,475.3127693181289,487.2817077636719
2024-08-05,450.5564161536223,482.62992818472276,450.00736491740264,474.8935546875
2024-08-06,478.1577588143449,501.67633006755705,477.80836813787647,493.2212219238281
2024-08-07,502.24537033145316,509.25301636265255,486.0039577631928,488.06036376953125
2024-08-08,496.62524066508115,509.06332358983093,493.85012998605214,508.7339172363281
2024-08-09,506.8172797160644,517.428624215059,504.8108346353573,516.859619140625
2024-08-12,515.9511587274512,517.1091531478668,508.2048243270285,515.0427856445312
2024-08-13,519.0956865494239,530.5654741634111,517.2389715729635,527.6106567382812
2024-08-14,527.1315644640255,533.0611232155595,522.2102396827587,525.8338623046875
2024-08-15,530.8548952392092,538.8209048888737,525.7738794548646,536.3851928710938
2024-08-16,530.9647789453869,532.7216331392892,523.7374579349871,526.4926147460938
2024-08-19,525.9435687588824,530.7251242874288,521.8408102351849,528.349365234375
2024-08-20,527.4209796933175,530.1562131403965,524.9553519309403,525.8038330078125
2024-08-21,526.2231294111205,538.4515900707805,526.0034845576143,534.218994140625
2024-08-22,536.0558441911611,543.2731128758192,527.6606574991375,530.9947509765625
2024-08-23,535.9758927478159,538.9207178178582,524.1367613332501,527.0715942382812
2024-08-26,526.6723223880106,527.071643458737,514.044600820183,520.2037353515625
2024-08-27,518.0674717264212,523.0886568561215,514.4039416499305,518.187255859375
2024-08-28,516.7597266346108,520.1737568712545,511.5489345805239,515.871337890625
2024-08-29,518.1373345139735,526.2730286194331,514.7732649090993,517.3087768554688
2024-08-30,520.4333403553396,522.6194923441001,514.2941898149564,520.3934326171875
2024-09-03,518.726317716563,524.5660071340112,507.7256749803077,510.86016845703125
2024-09-04,505.18015473599314,515.6816762996249,503.1836714533459,511.8384094238281
2024-09-05,510.8202255628533,520.712804109581,510.251220502986,515.951171875
2024-09-06,520.9623687174325,523.6576334177093,497.3739131311358,499.3903503417969
2024-09-09,505.2700215548743,510.4309140741434,501.1971783669211,503.9024353027344
2024-09-10,507.26650495103047,513.2759090064498,499.1507950714286,503.9024353027344
2024-09-11,506.1185214716629,512.2177634842137,494.7285803024095,510.9300231933594
2024-09-12,516.1408874617608,525.7839369388479,514.3140879895204,524.6758422851562
2024-09-13,519.4251278847123,526.6523882515548,516.2007656702992,523.6975708007812
2024-09-16,524.1172127067206,533.6695051606467,516.9830137068243,532.8502197265625
2024-09-17,537.1666930097264,541.6630662022832,530.1423906016115,535.8877563476562
2024-09-18,536.6371228680351,543.7613808868556,533.4696949996974,537.5164184570312
2024-09-19,549.5567118260615,561.6169909839053,546.079536146743,558.6493530273438
2024-09-20,559.5486344803471,564.0450074359927,555.851604519624,560.8975219726562
2024-09-23,569.0410025939483,573.5173723525766,561.956690056189,563.955078125
2024-09-24,566.2232520887292,567.2923969936288,553.7433287096264,562.8759765625
2024-09-25,563.5953525955609,576.4150284435315,563.2656015058733,567.8519287109375
2024-09-26,575.265980085071,576.9346780851354,561.8967586035227,567.3823852539062
2024-09-27,569.640491844112,570.3799466541782,564.0550313711452,566.9027099609375
2024-09-30,567.2424677117614,574.2168225832384,564.3447806064505,571.9786376953125
2024-10-01,577.5141638836731,582.5700833930905,569.6405098038103,576.00537109375
